Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,Percent,,13.44
2010,Percent,Corporate Income Tax,3.837788881260985
2010,Percent,Individual Income Tax,1.431695291501916
2010,Percent,Social Security Taxes,1.1635292108928703
2010,Percent,Property Taxes,0.4946815734923908
2010,Percent,Land Taxes,0.0617317638917289
2010,Percent,Vehicle Tax,0.1203811906841355
2010,Percent,Consolidated Land Tax,0.0034913188355792
2010,Percent,Value added tax,3.1043455402280857
2010,Percent,Royalties related to use of resources,1.0601296880940296
2010,Percent,Registration fees,0.0446062157344242
2010,Percent,Gambling tax,0.0243280823333226
2010,Percent,Taxes related to international trade and foreign operations,1.7134574960272542
2010,Percent,Excise taxes,0.2815570126346307
2010,Percent,Government tariffs,0.107763947570438
2011,Percent,,14.10023908200086
2011,Percent,Corporate Income Tax,3.7190740772005846
2011,Percent,Individual Income Tax,1.332168582708129
2011,Percent,Social Security Taxes,1.051030432647247
2011,Percent,Property Taxes,0.4156731979942805
2011,Percent,Land Taxes,0.0459486094798102
2011,Percent,Vehicle Tax,0.1061326203456045
2011,Percent,Consolidated Land Tax,0.0028972475192102
2011,Percent,Value added tax,3.0634533178716903
2011,Percent,Royalties related to use of resources,1.0552649442112183
2011,Percent,Registration fees,0.0423225519400032
2011,Percent,Gambling tax,0.0209142919288607
2011,Percent,Taxes related to international trade and foreign operations,2.881380644787028
2011,Percent,Excise taxes,0.2705089343968119
2011,Percent,Government tariffs,0.0934554387362666
2012,Percent,,13.204390372567032
2012,Percent,Corporate Income Tax,3.3571193631838407
2012,Percent,Individual Income Tax,1.413816541289808
2012,Percent,Social Security Taxes,1.0994513438007174
2012,Percent,Property Taxes,0.4110407092756294
2012,Percent,Land Taxes,0.0420392801344616
2012,Percent,Vehicle Tax,0.0998246606522109
2012,Percent,Consolidated Land Tax,0.0026446475827425
2012,Percent,Value added tax,2.9481068453478207
2012,Percent,Royalties related to use of resources,0.9799327415092836
2012,Percent,Registration fees,0.0447535573073095
2012,Percent,Gambling tax,0.0207789464297467
2012,Percent,Taxes related to international trade and foreign operations,2.400255789532796
2012,Percent,Excise taxes,0.3003147504751753
2012,Percent,Government tariffs,0.0843016712838348
2013,Percent,,13.275371720225834
