Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,Percent,,109.56411103244758
2010,Percent,Government services (general),109.14965550200871
2010,Percent,Defence,107.66270845912074
2010,Percent,_L_BUD_EXP_PSLJ_CEA,107.4100168620412
2010,Percent,Education,121.36459780263418
2010,Percent,Health care,103.48691447927096
2010,Percent,Social assistance and welfare,90.667493063471
2010,Percent,Housing and communal services,139.23337153447807
2010,Percent,"Culture, sport, tourism, informational space",180.0928776818431
2010,Percent,Fuel and energy systems based on subsurface resources,111.96780454237404
2010,Percent,"Rural services, water services, forestry, fisheries, specially protected natural areas, environmental protection and wildlife, land relations",118.70395526157972
2010,Percent,_L_IND_BUILD,94.5508959413938
2010,Percent,Transportion and communication,118.21332360945348
2010,Percent,Other,201.5462431242597
2010,Percent,Debt service,78.16694076545454
2010,Percent,Transfers,100.0
2011,Percent,,110.41075688312824
2011,Percent,Government services (general),126.72191273348092
2011,Percent,Defence,106.0378060490676
2011,Percent,_L_BUD_EXP_PSLJ_CEA,101.74812578055892
2011,Percent,Education,115.33406068276096
2011,Percent,Health care,99.15573129029208
2011,Percent,Social assistance and welfare,100.31793171062182
2011,Percent,Housing and communal services,164.73440575859877
2011,Percent,"Culture, sport, tourism, informational space",157.55274872170807
2011,Percent,Fuel and energy systems based on subsurface resources,129.27669897143582
2011,Percent,"Rural services, water services, forestry, fisheries, specially protected natural areas, environmental protection and wildlife, land relations",119.30751267681528
2011,Percent,_L_IND_BUILD,94.68650585534716
2011,Percent,Transportion and communication,105.79830038464532
2011,Percent,Other,164.21777306981426
2011,Percent,Debt service,91.7658194989178
2011,Percent,Transfers,100.0
2012,Percent,,105.19417128627536
2012,Percent,Government services (general),106.6964756010176
2012,Percent,Defence,102.15904712501438
2012,Percent,_L_BUD_EXP_PSLJ_CEA,104.05494122077872
2012,Percent,Education,97.74058476617924
2012,Percent,Health care,106.18830880280484
2012,Percent,Social assistance and welfare,95.5959527548458
2012,Percent,Housing and communal services,129.633311165934
2012,Percent,"Culture, sport, tourism, informational space",102.23244610591074
2012,Percent,Fuel and energy systems based on subsurface resources,110.30472044892356
2012,Percent,"Rural services, water services, forestry, fisheries, specially protected natural areas, environmental protection and wildlife, land relations",95.35995804132122
