Year,UNIT_MEASURE,Өңірлер,Value
2010,2005 жылға пайызбен,,125.5
2010,2005 жылға пайызбен,Ақмола,143.4
2010,2005 жылға пайызбен,Ақтөбе,117.1
2010,2005 жылға пайызбен,Алматы,110.4
2010,2005 жылға пайызбен,Атырау,154.5
2010,2005 жылға пайызбен,Батыс Қазақстан,119.1
2010,2005 жылға пайызбен,Жамбыл,126.7
2010,2005 жылға пайызбен,Қарағанды,117.4
2010,2005 жылға пайызбен,Қостанай,126.5
2010,2005 жылға пайызбен,Қызылорда,120.0
2010,2005 жылға пайызбен,Маңғыстау,96.9
2010,2005 жылға пайызбен,Оңтүстік Қазақстан,114.4
2010,2005 жылға пайызбен,Павлодар,139.3
2010,2005 жылға пайызбен,Солтүстік Қазақстан,131.5
2010,2005 жылға пайызбен,Шығыс Қазақстан,127.4
2010,2005 жылға пайызбен,Нұр-Сұлтан қаласы,108.5
2010,2005 жылға пайызбен,Алматы қаласы,120.4
2011,2005 жылға пайызбен,,134.7
2011,2005 жылға пайызбен,Ақмола,167.1
2011,2005 жылға пайызбен,Ақтөбе,123.0
2011,2005 жылға пайызбен,Алматы,118.0
2011,2005 жылға пайызбен,Атырау,156.2
2011,2005 жылға пайызбен,Батыс Қазақстан,123.4
2011,2005 жылға пайызбен,Жамбыл,142.0
2011,2005 жылға пайызбен,Қарағанды,124.0
2011,2005 жылға пайызбен,Қостанай,146.6
2011,2005 жылға пайызбен,Қызылорда,124.9
2011,2005 жылға пайызбен,Маңғыстау,92.9
2011,2005 жылға пайызбен,Оңтүстік Қазақстан,118.4
2011,2005 жылға пайызбен,Павлодар,154.1
2011,2005 жылға пайызбен,Солтүстік Қазақстан,154.2
2011,2005 жылға пайызбен,Шығыс Қазақстан,137.2
2011,2005 жылға пайызбен,Нұр-Сұлтан қаласы,110.5
2011,2005 жылға пайызбен,Алматы қаласы,128.9
2012,2005 жылға пайызбен,,139.1
2012,2005 жылға пайызбен,Ақмола,157.6
2012,2005 жылға пайызбен,Ақтөбе,130.9
2012,2005 жылға пайызбен,Алматы,124.3
2012,2005 жылға пайызбен,Атырау,149.3
2012,2005 жылға пайызбен,Батыс Қазақстан,127.8
2012,2005 жылға пайызбен,Жамбыл,154.2
2012,2005 жылға пайызбен,Қарағанды,125.0
2012,2005 жылға пайызбен,Қостанай,137.2
2012,2005 жылға пайызбен,Қызылорда,126.5
2012,2005 жылға пайызбен,Маңғыстау,90.1
2012,2005 жылға пайызбен,Оңтүстік Қазақстан,120.5
2012,2005 жылға пайызбен,Павлодар,166.3
2012,2005 жылға пайызбен,Солтүстік Қазақстан,147.1
2012,2005 жылға пайызбен,Шығыс Қазақстан,154.8
2012,2005 жылға пайызбен,Нұр-Сұлтан қаласы,120.0
2012,2005 жылға пайызбен,Алматы қаласы,138.3
2013,2005 жылға пайызбен,,145.4
2013,2005 жылға пайызбен,Ақмола,165.0
2013,2005 жылға пайызбен,Ақтөбе,135.1
2013,2005 жылға пайызбен,Алматы,135.0
2013,2005 жылға пайызбен,Атырау,151.8
2013,2005 жылға пайызбен,Батыс Қазақстан,130.7
2013,2005 жылға пайызбен,Жамбыл,157.1
2013,2005 жылға пайызбен,Қарағанды,133.8
2013,2005 жылға пайызбен,Қостанай,151.1
2013,2005 жылға пайызбен,Қызылорда,129.7
2013,2005 жылға пайызбен,Маңғыстау,91.6
2013,2005 жылға пайызбен,Оңтүстік Қазақстан,121.6
2013,2005 жылға пайызбен,Павлодар,165.8
2013,2005 жылға пайызбен,Солтүстік Қазақстан,159.5
2013,2005 жылға пайызбен,Шығыс Қазақстан,166.1
2013,2005 жылға пайызбен,Нұр-Сұлтан қаласы,126.7
2013,2005 жылға пайызбен,Алматы қаласы,155.7
2014,2005 жылға пайызбен,,149.3
2014,2005 жылға пайызбен,Ақмола,172.3
2014,2005 жылға пайызбен,Ақтөбе,138.9
2014,2005 жылға пайызбен,Алматы,146.5
2014,2005 жылға пайызбен,Атырау,152.1
2014,2005 жылға пайызбен,Батыс Қазақстан,136.1
2014,2005 жылға пайызбен,Жамбыл,155.7
2014,2005 жылға пайызбен,Қарағанды,137.3
2014,2005 жылға пайызбен,Қостанай,154.3
2014,2005 жылға пайызбен,Қызылорда,125.8
2014,2005 жылға пайызбен,Маңғыстау,92.1
2014,2005 жылға пайызбен,Оңтүстік Қазақстан,122.0
2014,2005 жылға пайызбен,Павлодар,166.5
2014,2005 жылға пайызбен,Солтүстік Қазақстан,169.9
2014,2005 жылға пайызбен,Шығыс Қазақстан,170.6
2014,2005 жылға пайызбен,Нұр-Сұлтан қаласы,132.4
2014,2005 жылға пайызбен,Алматы қаласы,153.2
2015,2005 жылға пайызбен,,148.9
2015,2005 жылға пайызбен,Ақмола,174.5
2015,2005 жылға пайызбен,Ақтөбе,132.5
2015,2005 жылға пайызбен,Алматы,150.5
2015,2005 жылға пайызбен,Атырау,152.9
2015,2005 жылға пайызбен,Батыс Қазақстан,133.9
2015,2005 жылға пайызбен,Жамбыл,154.1
2015,2005 жылға пайызбен,Қарағанды,140.2
2015,2005 жылға пайызбен,Қостанай,148.4
2015,2005 жылға пайызбен,Қызылорда,118.6
2015,2005 жылға пайызбен,Маңғыстау,89.2
2015,2005 жылға пайызбен,Оңтүстік Қазақстан,121.4
2015,2005 жылға пайызбен,Павлодар,166.3
2015,2005 жылға пайызбен,Солтүстік Қазақстан,172.6
2015,2005 жылға пайызбен,Шығыс Қазақстан,170.4
2015,2005 жылға пайызбен,Нұр-Сұлтан қаласы,136.1
2015,2005 жылға пайызбен,Алматы қаласы,154.7
2016,2005 жылға пайызбен,,148.5
2016,2005 жылға пайызбен,Ақмола,179.9
2016,2005 жылға пайызбен,Ақтөбе,132.0
2016,2005 жылға пайызбен,Алматы,150.8
2016,2005 жылға пайызбен,Атырау,155.2
2016,2005 жылға пайызбен,Батыс Қазақстан,136.2
2016,2005 жылға пайызбен,Жамбыл,156.9
2016,2005 жылға пайызбен,Қарағанды,143.3
2016,2005 жылға пайызбен,Қостанай,145.6
2016,2005 жылға пайызбен,Қызылорда,111.5
2016,2005 жылға пайызбен,Маңғыстау,86.6
2016,2005 жылға пайызбен,Оңтүстік Қазақстан,121.8
2016,2005 жылға пайызбен,Павлодар,165.1
2016,2005 жылға пайызбен,Солтүстік Қазақстан,175.2
2016,2005 жылға пайызбен,Шығыс Қазақстан,174.5
2016,2005 жылға пайызбен,Нұр-Сұлтан қаласы,130.4
2016,2005 жылға пайызбен,Алматы қаласы,153.8
2017,2005 жылға пайызбен,,152.5
2017,2005 жылға пайызбен,Ақмола,184.9
2017,2005 жылға пайызбен,Ақтөбе,136.8
2017,2005 жылға пайызбен,Алматы,154.1
2017,2005 жылға пайызбен,Атырау,176.2
2017,2005 жылға пайызбен,Батыс Қазақстан,139.3
2017,2005 жылға пайызбен,Жамбыл,162.2
2017,2005 жылға пайызбен,Қарағанды,148.9
2017,2005 жылға пайызбен,Қостанай,153.0
2017,2005 жылға пайызбен,Қызылорда,110.6
2017,2005 жылға пайызбен,Маңғыстау,84.0
2017,2005 жылға пайызбен,Оңтүстік Қазақстан,124.0
2017,2005 жылға пайызбен,Павлодар,172.2
2017,2005 жылға пайызбен,Солтүстік Қазақстан,182.4
2017,2005 жылға пайызбен,Шығыс Қазақстан,178.9
2017,2005 жылға пайызбен,Нұр-Сұлтан қаласы,124.9
