Year,UNIT_MEASURE,Өңірлер,Аймақ,Жынысы,Value
2010,100 000 халыққа,,,,7.14
2010,100 000 халыққа,Ақмола,,,11.3
2010,100 000 халыққа,Ақтөбе,,,4.15
2010,100 000 халыққа,Алматы,,,6.96
2010,100 000 халыққа,Атырау,,,2.66
2010,100 000 халыққа,Батыс Қазақстан,,,6.6
2010,100 000 халыққа,Жамбыл,,,4.04
2010,100 000 халыққа,Қарағанды,,,13.41
2010,100 000 халыққа,Қостанай,,,11.33
2010,100 000 халыққа,Қызылорда,,,1.87
2010,100 000 халыққа,Маңғыстау,,,1.36
2010,100 000 халыққа,Оңтүстік Қазақстан,,,2.76
2010,100 000 халыққа,Павлодар,,,13.82
2010,100 000 халыққа,Солтүстік Қазақстан,,,2.03
2010,100 000 халыққа,Шығыс Қазақстан,,,10.16
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,,10.7
2010,100 000 халыққа,Алматы қаласы,,,8.99
2010,100 000 халыққа,,қала,,8.68
2010,100 000 халыққа,Ақмола,қала,,11.97
2010,100 000 халыққа,Ақтөбе,қала,,3.18
2010,100 000 халыққа,Алматы,қала,,9.42
2010,100 000 халыққа,Атырау,қала,,2.79
2010,100 000 халыққа,Батыс Қазақстан,қала,,7.67
2010,100 000 халыққа,Жамбыл,қала,,5.93
2010,100 000 халыққа,Қарағанды,қала,,15.4
2010,100 000 халыққа,Қостанай,қала,,10.17
2010,100 000 халыққа,Қызылорда,қала,,1.02
2010,100 000 халыққа,Маңғыстау,қала,,1.47
2010,100 000 халыққа,Оңтүстік Қазақстан,қала,,4.51
2010,100 000 халыққа,Павлодар,қала,,12.15
2010,100 000 халыққа,Солтүстік Қазақстан,қала,,2.52
2010,100 000 халыққа,Шығыс Қазақстан,қала,,11.9
2010,100 000 халыққа,Нұр-Сұлтан қаласы,қала,,10.7
2010,100 000 халыққа,Алматы қаласы,қала,,8.99
2010,100 000 халыққа,,ауыл,,5.31
2010,100 000 халыққа,Ақмола,ауыл,,10.72
2010,100 000 халыққа,Ақтөбе,ауыл,,5.69
2010,100 000 халыққа,Алматы,ауыл,,6.2
2010,100 000 халыққа,Атырау,ауыл,,2.54
2010,100 000 халыққа,Батыс Қазақстан,ауыл,,5.64
2010,100 000 халыққа,Жамбыл,ауыл,,2.75
2010,100 000 халыққа,Қарағанды,ауыл,,6.38
2010,100 000 халыққа,Қостанай,ауыл,,12.49
2010,100 000 халыққа,Қызылорда,ауыл,,2.49
2010,100 000 халыққа,Маңғыстау,ауыл,,1.24
2010,100 000 халыққа,Оңтүстік Қазақстан,ауыл,,1.62
2010,100 000 халыққа,Павлодар,ауыл,,17.45
2010,100 000 халыққа,Солтүстік Қазақстан,ауыл,,1.7
2010,100 000 халыққа,Шығыс Қазақстан,ауыл,,7.77
2010,100 000 халыққа,,,ерлер,10.58
2010,100 000 халыққа,Ақмола,,ерлер,16.68
2010,100 000 халыққа,Ақтөбе,,ерлер,5.12
2010,100 000 халыққа,Алматы,,ерлер,10.11
2010,100 000 халыққа,Атырау,,ерлер,4.66
2010,100 000 халыққа,Батыс Қазақстан,,ерлер,9.24
2010,100 000 халыққа,Жамбыл,,ерлер,5.92
2010,100 000 халыққа,Қарағанды,,ерлер,21.34
2010,100 000 халыққа,Қостанай,,ерлер,16.34
2010,100 000 халыққа,Қызылорда,,ерлер,2.02
2010,100 000 халыққа,Маңғыстау,,ерлер,1.97
2010,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,3.83
2010,100 000 халыққа,Павлодар,,ерлер,21.96
2010,100 000 халыққа,Солтүстік Қазақстан,,ерлер,2.49
2010,100 000 халыққа,Шығыс Қазақстан,,ерлер,14.31
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,16.78
2010,100 000 халыққа,Алматы қаласы,,ерлер,14.79
2010,100 000 халыққа,,қала,ерлер,13.32
2010,100 000 халыққа,Ақмола,қала,ерлер,16.9
2010,100 000 халыққа,Ақтөбе,қала,ерлер,4.06
2010,100 000 халыққа,Алматы,қала,ерлер,12.6
2010,100 000 халыққа,Атырау,қала,ерлер,5.02
2010,100 000 халыққа,Батыс Қазақстан,қала,ерлер,10.53
2010,100 000 халыққа,Жамбыл,қала,ерлер,8.07
2010,100 000 халыққа,Қарағанды,қала,ерлер,25.39
2010,100 000 халыққа,Қостанай,қала,ерлер,14.87
2010,100 000 халыққа,Қызылорда,қала,ерлер,1.4
2010,100 000 халыққа,Маңғыстау,қала,ерлер,1.51
2010,100 000 халыққа,Оңтүстік Қазақстан,қала,ерлер,7.09
2010,100 000 халыққа,Павлодар,қала,ерлер,20.89
2010,100 000 халыққа,Солтүстік Қазақстан,қала,ерлер,4.64
2010,100 000 халыққа,Шығыс Қазақстан,қала,ерлер,16.48
2010,100 000 халыққа,Нұр-Сұлтан қаласы,қала,ерлер,16.78
2010,100 000 халыққа,Алматы қаласы,қала,ерлер,14.79
2010,100 000 халыққа,,ауыл,ерлер,7.48
2010,100 000 халыққа,Ақмола,ауыл,ерлер,16.49
2010,100 000 халыққа,Ақтөбе,ауыл,ерлер,6.71
2010,100 000 халыққа,Алматы,ауыл,ерлер,9.38
2010,100 000 халыққа,Атырау,ауыл,ерлер,4.34
2010,100 000 халыққа,Батыс Қазақстан,ауыл,ерлер,8.16
2010,100 000 халыққа,Жамбыл,ауыл,ерлер,4.53
2010,100 000 халыққа,Қарағанды,ауыл,ерлер,8.05
2010,100 000 халыққа,Қостанай,ауыл,ерлер,17.72
2010,100 000 халыққа,Қызылорда,ауыл,ерлер,2.45
2010,100 000 халыққа,Маңғыстау,ауыл,ерлер,2.46
2010,100 000 халыққа,Оңтүстік Қазақстан,ауыл,ерлер,1.81
2010,100 000 халыққа,Павлодар,ауыл,ерлер,24.14
2010,100 000 халыққа,Солтүстік Қазақстан,ауыл,ерлер,1.15
2010,100 000 халыққа,Шығыс Қазақстан,ауыл,ерлер,11.58
2010,100 000 халыққа,,,әйелдер,3.95
2010,100 000 халыққа,Ақмола,,әйелдер,6.31
2010,100 000 халыққа,Ақтөбе,,әйелдер,3.25
2010,100 000 халыққа,Алматы,,әйелдер,3.92
2010,100 000 халыққа,Атырау,,әйелдер,0.74
2010,100 000 халыққа,Батыс Қазақстан,,әйелдер,4.14
2010,100 000 халыққа,Жамбыл,,әйелдер,2.25
2010,100 000 халыққа,Қарағанды,,әйелдер,6.32
2010,100 000 халыққа,Қостанай,,әйелдер,6.86
2010,100 000 халыққа,Қызылорда,,әйелдер,1.72
2010,100 000 халыққа,Маңғыстау,,әйелдер,0.77
2010,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,1.71
2010,100 000 халыққа,Павлодар,,әйелдер,6.59
2010,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,1.61
2010,100 000 халыққа,Шығыс Қазақстан,,әйелдер,6.4
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,4.92
2010,100 000 халыққа,Алматы қаласы,,әйелдер,4.08
2010,100 000 халыққа,,қала,әйелдер,4.59
2010,100 000 халыққа,Ақмола,қала,әйелдер,7.67
2010,100 000 халыққа,Ақтөбе,қала,әйелдер,2.4
2010,100 000 халыққа,Алматы,қала,әйелдер,6.56
2010,100 000 халыққа,Атырау,қала,әйелдер,0.76
2010,100 000 халыққа,Батыс Қазақстан,қала,әйелдер,5.2
2010,100 000 халыққа,Жамбыл,қала,әйелдер,4.03
2010,100 000 халыққа,Қарағанды,қала,әйелдер,6.74
2010,100 000 халыққа,Қостанай,қала,әйелдер,6.24
2010,100 000 халыққа,Қызылорда,қала,әйелдер,0.66
2010,100 000 халыққа,Маңғыстау,қала,әйелдер,1.43
2010,100 000 халыққа,Оңтүстік Қазақстан,қала,әйелдер,2.12
2010,100 000 халыққа,Павлодар,қала,әйелдер,4.71
2010,100 000 халыққа,Солтүстік Қазақстан,қала,әйелдер,0.77
2010,100 000 халыққа,Шығыс Қазақстан,қала,әйелдер,8.02
2010,100 000 халыққа,Нұр-Сұлтан қаласы,қала,әйелдер,4.92
2010,100 000 халыққа,Алматы қаласы,қала,әйелдер,4.08
2010,100 000 халыққа,,ауыл,әйелдер,3.14
2010,100 000 халыққа,Ақмола,ауыл,әйелдер,5.06
2010,100 000 халыққа,Ақтөбе,ауыл,әйелдер,4.67
2010,100 000 халыққа,Алматы,ауыл,әйелдер,3.07
2010,100 000 халыққа,Атырау,ауыл,әйелдер,0.73
2010,100 000 халыққа,Батыс Қазақстан,ауыл,әйелдер,3.13
2010,100 000 халыққа,Жамбыл,ауыл,әйелдер,0.97
2010,100 000 халыққа,Қарағанды,ауыл,әйелдер,4.71
2010,100 000 халыққа,Қостанай,ауыл,әйелдер,7.53
2010,100 000 халыққа,Қызылорда,ауыл,әйелдер,2.53
