Year,UNIT_MEASURE,Өңірлер,Аймақ,Жынысы,Value
2010,100 000 халыққа,,,,20.71
2010,100 000 халыққа,Ақмола,,,19.75
2010,100 000 халыққа,Ақтөбе,,,14.66
2010,100 000 халыққа,Алматы,,,24.64
2010,100 000 халыққа,Атырау,,,3.8
2010,100 000 халыққа,Батыс Қазақстан,,,14.35
2010,100 000 халыққа,Жамбыл,,,31.43
2010,100 000 халыққа,Қарағанды,,,20.3
2010,100 000 халыққа,Қостанай,,,11.67
2010,100 000 халыққа,Қызылорда,,,20.72655200853243
2010,100 000 халыққа,Маңғыстау,,,21.8
2010,100 000 халыққа,Оңтүстік Қазақстан,,,32.41
2010,100 000 халыққа,Павлодар,,,16.23
2010,100 000 халыққа,Солтүстік Қазақстан,,,17.59
2010,100 000 халыққа,Шығыс Қазақстан,,,17.95
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,,14.41
2010,100 000 халыққа,Алматы қаласы,,,14.48
2010,100 000 халыққа,,қала,,18.58
2010,100 000 халыққа,Ақмола,қала,,20.74
2010,100 000 халыққа,Ақтөбе,қала,,13.57
2010,100 000 халыққа,Алматы,қала,,26.43
2010,100 000 халыққа,Атырау,қала,,4.79
2010,100 000 халыққа,Батыс Қазақстан,қала,,12.9
2010,100 000 халыққа,Жамбыл,қала,,30.6
2010,100 000 халыққа,Қарағанды,қала,,19.58
2010,100 000 халыққа,Қостанай,қала,,10.17
2010,100 000 халыққа,Қызылорда,қала,,17.4
2010,100 000 халыққа,Маңғыстау,қала,,23.11
2010,100 000 халыққа,Оңтүстік Қазақстан,қала,,32.86
2010,100 000 халыққа,Павлодар,қала,,13.32
2010,100 000 халыққа,Солтүстік Қазақстан,қала,,15.52
2010,100 000 халыққа,Шығыс Қазақстан,қала,,15.75
2010,100 000 халыққа,Нұр-Сұлтан қаласы,қала,,14.41
2010,100 000 халыққа,Алматы қаласы,қала,,14.48
2010,100 000 халыққа,,ауыл,,23.27
2010,100 000 халыққа,Ақмола,ауыл,,18.89
2010,100 000 халыққа,Ақтөбе,ауыл,,16.4
2010,100 000 халыққа,Алматы,ауыл,,24.09
2010,100 000 халыққа,Атырау,ауыл,,2.9
2010,100 000 халыққа,Батыс Қазақстан,ауыл,,15.66
2010,100 000 халыққа,Жамбыл,ауыл,,31.99
2010,100 000 халыққа,Қарағанды,ауыл,,22.85
2010,100 000 халыққа,Қостанай,ауыл,,13.17
2010,100 000 халыққа,Қызылорда,ауыл,,23.15
2010,100 000 халыққа,Маңғыстау,ауыл,,20.33
2010,100 000 халыққа,Оңтүстік Қазақстан,ауыл,,32.12
2010,100 000 халыққа,Павлодар,ауыл,,22.56
2010,100 000 халыққа,Солтүстік Қазақстан,ауыл,,19.0
2010,100 000 халыққа,Шығыс Қазақстан,ауыл,,20.96
2010,100 000 халыққа,,,ерлер,31.46
2010,100 000 халыққа,Ақмола,,ерлер,27.98
2010,100 000 халыққа,Ақтөбе,,ерлер,22.39
2010,100 000 халыққа,Алматы,,ерлер,37.81
2010,100 000 халыққа,Атырау,,ерлер,1.94
2010,100 000 халыққа,Батыс Қазақстан,,ерлер,19.84
2010,100 000 халыққа,Жамбыл,,ерлер,46.75
2010,100 000 халыққа,Қарағанды,,ерлер,31.07
2010,100 000 халыққа,Қостанай,,ерлер,19.7
2010,100 000 халыққа,Қызылорда,,ерлер,29.76
2010,100 000 халыққа,Маңғыстау,,ерлер,36.55
2010,100 000 халыққа,Оңтүстік Қазақстан,,ерлер,50.05
2010,100 000 халыққа,Павлодар,,ерлер,22.25
2010,100 000 халыққа,Солтүстік Қазақстан,,ерлер,26.65
2010,100 000 халыққа,Шығыс Қазақстан,,ерлер,29.37
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,ерлер,20.13
2010,100 000 халыққа,Алматы қаласы,,ерлер,20.39
2010,100 000 халыққа,,қала,ерлер,27.39
2010,100 000 халыққа,Ақмола,қала,ерлер,26.91
2010,100 000 халыққа,Ақтөбе,қала,ерлер,19.84
2010,100 000 халыққа,Алматы,қала,ерлер,38.76
2010,100 000 халыққа,Атырау,қала,ерлер,2.51
2010,100 000 халыққа,Батыс Қазақстан,қала,ерлер,18.8
2010,100 000 халыққа,Жамбыл,қала,ерлер,42.89
2010,100 000 халыққа,Қарағанды,қала,ерлер,30.31
2010,100 000 халыққа,Қостанай,қала,ерлер,16.35
2010,100 000 халыққа,Қызылорда,қала,ерлер,27.38
2010,100 000 халыққа,Маңғыстау,қала,ерлер,36.27
2010,100 000 халыққа,Оңтүстік Қазақстан,қала,ерлер,50.06
2010,100 000 халыққа,Павлодар,қала,ерлер,17.9
2010,100 000 халыққа,Солтүстік Қазақстан,қала,ерлер,19.47
2010,100 000 халыққа,Шығыс Қазақстан,қала,ерлер,25.12
2010,100 000 халыққа,Нұр-Сұлтан қаласы,қала,ерлер,20.13
2010,100 000 халыққа,Алматы қаласы,қала,ерлер,20.39
2010,100 000 халыққа,,ауыл,ерлер,36.05
2010,100 000 халыққа,Ақмола,ауыл,ерлер,28.86
2010,100 000 халыққа,Ақтөбе,ауыл,ерлер,26.17
2010,100 000 халыққа,Алматы,ауыл,ерлер,37.53
2010,100 000 халыққа,Атырау,ауыл,ерлер,1.45
2010,100 000 халыққа,Батыс Қазақстан,ауыл,ерлер,20.71
2010,100 000 халыққа,Жамбыл,ауыл,ерлер,49.22
2010,100 000 халыққа,Қарағанды,ауыл,ерлер,33.55
2010,100 000 халыққа,Қостанай,ауыл,ерлер,22.85
2010,100 000 халыққа,Қызылорда,ауыл,ерлер,31.42
2010,100 000 халыққа,Маңғыстау,ауыл,ерлер,36.86
2010,100 000 халыққа,Оңтүстік Қазақстан,ауыл,ерлер,50.04
2010,100 000 халыққа,Павлодар,ауыл,ерлер,31.04
2010,100 000 халыққа,Солтүстік Қазақстан,ауыл,ерлер,31.12
2010,100 000 халыққа,Шығыс Қазақстан,ауыл,ерлер,34.73
2010,100 000 халыққа,,,әйелдер,10.72
2010,100 000 халыққа,Ақмола,,әйелдер,12.09
2010,100 000 халыққа,Ақтөбе,,әйелдер,7.5
2010,100 000 халыққа,Алматы,,әйелдер,11.96
2010,100 000 халыққа,Атырау,,әйелдер,5.58
2010,100 000 халыққа,Батыс Қазақстан,,әйелдер,9.24
2010,100 000 халыққа,Жамбыл,,әйелдер,16.87
2010,100 000 халыққа,Қарағанды,,әйелдер,10.67
2010,100 000 халыққа,Қостанай,,әйелдер,4.5
2010,100 000 халыққа,Қызылорда,,әйелдер,11.76
2010,100 000 халыққа,Маңғыстау,,әйелдер,7.33
2010,100 000 халыққа,Оңтүстік Қазақстан,,әйелдер,15.18
2010,100 000 халыққа,Павлодар,,әйелдер,10.89
2010,100 000 халыққа,Солтүстік Қазақстан,,әйелдер,9.36
2010,100 000 халыққа,Шығыс Қазақстан,,әйелдер,7.63
2010,100 000 халыққа,Нұр-Сұлтан қаласы,,әйелдер,8.98
2010,100 000 халыққа,Алматы қаласы,,әйелдер,9.48
2010,100 000 халыққа,,қала,әйелдер,10.82
2010,100 000 халыққа,Ақмола,қала,әйелдер,15.33
2010,100 000 халыққа,Ақтөбе,қала,әйелдер,8.0
2010,100 000 халыққа,Алматы,қала,әйелдер,15.31
2010,100 000 халыққа,Атырау,қала,әйелдер,6.86
2010,100 000 халыққа,Батыс Қазақстан,қала,әйелдер,7.8
2010,100 000 халыққа,Жамбыл,қала,әйелдер,19.7
2010,100 000 халыққа,Қарағанды,қала,әйелдер,10.29
2010,100 000 халыққа,Қостанай,қала,әйелдер,4.99
2010,100 000 халыққа,Қызылорда,қала,әйелдер,7.96
2010,100 000 халыққа,Маңғыстау,қала,әйелдер,10.69
2010,100 000 халыққа,Оңтүстік Қазақстан,қала,әйелдер,16.96
2010,100 000 халыққа,Павлодар,қала,әйелдер,9.43
2010,100 000 халыққа,Солтүстік Қазақстан,қала,әйелдер,12.25
2010,100 000 халыққа,Шығыс Қазақстан,қала,әйелдер,7.79
2010,100 000 халыққа,Нұр-Сұлтан қаласы,қала,әйелдер,8.98
2010,100 000 халыққа,Алматы қаласы,қала,әйелдер,9.48
2010,100 000 халыққа,,ауыл,әйелдер,10.58
2010,100 000 халыққа,Ақмола,ауыл,әйелдер,9.1
2010,100 000 халыққа,Ақтөбе,ауыл,әйелдер,6.68
2010,100 000 халыққа,Алматы,ауыл,әйелдер,10.89
2010,100 000 халыққа,Атырау,ауыл,әйелдер,4.36
2010,100 000 халыққа,Батыс Қазақстан,ауыл,әйелдер,10.63
2010,100 000 халыққа,Жамбыл,ауыл,әйелдер,14.84
2010,100 000 халыққа,Қарағанды,ауыл,әйелдер,12.11
2010,100 000 халыққа,Қостанай,ауыл,әйелдер,3.99
2010,100 000 халыққа,Қызылорда,ауыл,әйелдер,14.65
2010,100 000 халыққа,Маңғыстау,ауыл,әйелдер,3.36
2010,100 000 халыққа,Оңтүстік Қазақстан,ауыл,әйелдер,13.97
2010,100 000 халыққа,Павлодар,ауыл,әйелдер,14.28
2010,100 000 халыққа,Солтүстік Қазақстан,ауыл,әйелдер,7.26
2010,100 000 халыққа,Шығыс Қазақстан,ауыл,әйелдер,7.38
2011,100 000 халыққа,,,,19.33
2011,100 000 халыққа,Ақмола,,,15.43
2011,100 000 халыққа,Ақтөбе,,,14.07
2011,100 000 халыққа,Алматы,,,26.71
2011,100 000 халыққа,Атырау,,,20.65
2011,100 000 халыққа,Батыс Қазақстан,,,17.20020050519446
2011,100 000 халыққа,Жамбыл,,,30.35
2011,100 000 халыққа,Қарағанды,,,16.38
2011,100 000 халыққа,Қостанай,,,11.36
2011,100 000 халыққа,Қызылорда,,,18.54
2011,100 000 халыққа,Маңғыстау,,,16.45
2011,100 000 халыққа,Оңтүстік Қазақстан,,,27.13
2011,100 000 халыққа,Павлодар,,,16.47
2011,100 000 халыққа,Солтүстік Қазақстан,,,11.762780516744062
2011,100 000 халыққа,Шығыс Қазақстан,,,16.11091181316498
2011,100 000 халыққа,Нұр-Сұлтан қаласы,,,10.28
2011,100 000 халыққа,Алматы қаласы,,,14.11
2011,100 000 халыққа,,қала,,17.11
2011,100 000 халыққа,Ақмола,қала,,14.32
2011,100 000 халыққа,Ақтөбе,қала,,12.25
