Year,UNIT_MEASURE,SERIES,Value
2010,мың.адам,босану және бала 1 жасқа толғанға дейін оның күтімі бойынша жәрдемақы,4598.0
2010,мың.адам,Жұмыстан айырылу себептерінен әлеуметтік төлемдермен қамтылған халықтың саны,16.5
2010,мың.адам,государственная базовая пенсионная выплата,1702.9
2010,мың.адам,пенсионные выплаты по возрасту и за выслугу лет,1677.2
2010,мың.адам,Мемлекеттік атаулы әлеуметтік көмек алушылардың саны,194.5
2011,мың.адам,босану және бала 1 жасқа толғанға дейін оның күтімі бойынша жәрдемақы,545.0
2011,мың.адам,Жұмыстан айырылу себептерінен әлеуметтік төлемдермен қамтылған халықтың саны,17.4
2011,мың.адам,государственная базовая пенсионная выплата,1740.0
2011,мың.адам,пенсионные выплаты по возрасту и за выслугу лет,1713.0
2011,мың.адам,Мемлекеттік атаулы әлеуметтік көмек алушылардың саны,139.3
2012,мың.адам,босану және бала 1 жасқа толғанға дейін оның күтімі бойынша жәрдемақы,529.1
2012,мың.адам,Жұмыстан айырылу себептерінен әлеуметтік төлемдермен қамтылған халықтың саны,14.4
2012,мың.адам,государственная базовая пенсионная выплата,1780.8
2012,мың.адам,пенсионные выплаты по возрасту и за выслугу лет,1753.2
2012,мың.адам,Мемлекеттік атаулы әлеуметтік көмек алушылардың саны,97.3
2013,мың.адам,босану және бала 1 жасқа толғанға дейін оның күтімі бойынша жәрдемақы,551.0
2013,мың.адам,Жұмыстан айырылу себептерінен әлеуметтік төлемдермен қамтылған халықтың саны,18.8
2013,мың.адам,государственная базовая пенсионная выплата,1840.5
2013,мың.адам,пенсионные выплаты по возрасту и за выслугу лет,1810.5
2013,мың.адам,Мемлекеттік атаулы әлеуметтік көмек алушылардың саны,60.7
2014,мың.адам,босану және бала 1 жасқа толғанға дейін оның күтімі бойынша жәрдемақы,591.3
2014,мың.адам,Жұмыстан айырылу себептерінен әлеуметтік төлемдермен қамтылған халықтың саны,18.3
2014,мың.адам,государственная базовая пенсионная выплата,1914.8
2014,мың.адам,пенсионные выплаты по возрасту и за выслугу лет,1883.3
2014,мың.адам,Мемлекеттік атаулы әлеуметтік көмек алушылардың саны,56.1
2015,мың.адам,босану және бала 1 жасқа толғанға дейін оның күтімі бойынша жәрдемақы,541.4
2015,мың.адам,Жұмыстан айырылу себептерінен әлеуметтік төлемдермен қамтылған халықтың саны,26.1
2015,мың.адам,государственная базовая пенсионная выплата,1977.6
2015,мың.адам,пенсионные выплаты по возрасту и за выслугу лет,1943.4
2015,мың.адам,Мемлекеттік атаулы әлеуметтік көмек алушылардың саны,38.2
2016,мың.адам,босану және бала 1 жасқа толғанға дейін оның күтімі бойынша жәрдемақы,581.5
2016,мың.адам,Жұмыстан айырылу себептерінен әлеуметтік төлемдермен қамтылған халықтың саны,32.9
2016,мың.адам,государственная базовая пенсионная выплата,2040.9
2016,мың.адам,пенсионные выплаты по возрасту и за выслугу лет,2013.3
2016,мың.адам,Мемлекеттік атаулы әлеуметтік көмек алушылардың саны,28.8
2017,мың.адам,босану және бала 1 жасқа толғанға дейін оның күтімі бойынша жәрдемақы,538.5
2017,мың.адам,Жұмыстан айырылу себептерінен әлеуметтік төлемдермен қамтылған халықтың саны,35.8
2017,мың.адам,государственная базовая пенсионная выплата,2112.8
2017,мың.адам,пенсионные выплаты по возрасту и за выслугу лет,2095.0
2017,мың.адам,Мемлекеттік атаулы әлеуметтік көмек алушылардың саны,23.3
2018,мың.адам,босану және бала 1 жасқа толғанға дейін оның күтімі бойынша жәрдемақы,520.5
2018,мың.адам,Жұмыстан айырылу себептерінен әлеуметтік төлемдермен қамтылған халықтың саны,47.7
2018,мың.адам,государственная базовая пенсионная выплата,2154.0
2018,мың.адам,пенсионные выплаты по возрасту и за выслугу лет,2152.3
2018,мың.адам,Мемлекеттік атаулы әлеуметтік көмек алушылардың саны,571.6
2019,мың.адам,босану және бала 1 жасқа толғанға дейін оның күтімі бойынша жәрдемақы,538.5
2019,мың.адам,Жұмыстан айырылу себептерінен әлеуметтік төлемдермен қамтылған халықтың саны,63.9
2019,мың.адам,государственная базовая пенсионная выплата,2179.6
2019,мың.адам,пенсионные выплаты по возрасту и за выслугу лет,2196.2
2019,мың.адам,Мемлекеттік атаулы әлеуметтік көмек алушылардың саны,2177.2
