Year,Value,SERIES,UNIT_MEASURE
2014,106.7,Расходы домохозяйств на душу населения,в процентах к предыдущему году
2014,108.1,Доходы домохозяйств на душу населения среди населения,в процентах к предыдущему году
2014,106.7,Расходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2014,108.3,Доходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2015,103.7,Расходы домохозяйств на душу населения,в процентах к предыдущему году
2015,105.5,Доходы домохозяйств на душу населения среди населения,в процентах к предыдущему году
2015,103.1,Расходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2015,103.6,Доходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2016,108.7,Расходы домохозяйств на душу населения,в процентах к предыдущему году
2016,108.2,Доходы домохозяйств на душу населения среди населения,в процентах к предыдущему году
2016,109.3,Расходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2016,109.5,Доходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2017,110.7,Расходы домохозяйств на душу населения,в процентах к предыдущему году
2017,107.0,Доходы домохозяйств на душу населения среди населения,в процентах к предыдущему году
2017,109.2,Расходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2017,106.0,Доходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2018,110.5,Расходы домохозяйств на душу населения,в процентах к предыдущему году
2018,110.2,Доходы домохозяйств на душу населения среди населения,в процентах к предыдущему году
2018,111.1,Расходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2018,111.8,Доходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2019,109.0,Расходы домохозяйств на душу населения,в процентах к предыдущему году
2019,110.1,Доходы домохозяйств на душу населения среди населения,в процентах к предыдущему году
2019,108.9,Расходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
2019,109.7,Доходы домохозяйств на душу населения среди наименее обеспеченных 40 процентов населения,в процентах к предыдущему году
