Year,Value,SERIES,UNIT_MEASURE
2010,4598.0,Численность получателей пособий на рождение ребенка и по уходу за ребенком до 1 года,тыс.человек
2010,16.5,"Численность населения, охваченного социальными выплатами по причине потери работы",тыс.человек
2010,1702.9,государственная базовая пенсионная выплата,тыс.человек
2010,1677.2,пенсионные выплаты по возрасту и за выслугу лет,тыс.человек
2010,194.5,Численность получателей адресной социальной помощи,тыс.человек
2011,545.0,Численность получателей пособий на рождение ребенка и по уходу за ребенком до 1 года,тыс.человек
2011,17.4,"Численность населения, охваченного социальными выплатами по причине потери работы",тыс.человек
2011,1740.0,государственная базовая пенсионная выплата,тыс.человек
2011,1713.0,пенсионные выплаты по возрасту и за выслугу лет,тыс.человек
2011,139.3,Численность получателей адресной социальной помощи,тыс.человек
2012,529.1,Численность получателей пособий на рождение ребенка и по уходу за ребенком до 1 года,тыс.человек
2012,14.4,"Численность населения, охваченного социальными выплатами по причине потери работы",тыс.человек
2012,1780.8,государственная базовая пенсионная выплата,тыс.человек
2012,1753.2,пенсионные выплаты по возрасту и за выслугу лет,тыс.человек
2012,97.3,Численность получателей адресной социальной помощи,тыс.человек
2013,551.0,Численность получателей пособий на рождение ребенка и по уходу за ребенком до 1 года,тыс.человек
2013,18.8,"Численность населения, охваченного социальными выплатами по причине потери работы",тыс.человек
2013,1840.5,государственная базовая пенсионная выплата,тыс.человек
2013,1810.5,пенсионные выплаты по возрасту и за выслугу лет,тыс.человек
2013,60.7,Численность получателей адресной социальной помощи,тыс.человек
2014,591.3,Численность получателей пособий на рождение ребенка и по уходу за ребенком до 1 года,тыс.человек
2014,18.3,"Численность населения, охваченного социальными выплатами по причине потери работы",тыс.человек
2014,1914.8,государственная базовая пенсионная выплата,тыс.человек
2014,1883.3,пенсионные выплаты по возрасту и за выслугу лет,тыс.человек
2014,56.1,Численность получателей адресной социальной помощи,тыс.человек
2015,541.4,Численность получателей пособий на рождение ребенка и по уходу за ребенком до 1 года,тыс.человек
2015,26.1,"Численность населения, охваченного социальными выплатами по причине потери работы",тыс.человек
2015,1977.6,государственная базовая пенсионная выплата,тыс.человек
2015,1943.4,пенсионные выплаты по возрасту и за выслугу лет,тыс.человек
2015,38.2,Численность получателей адресной социальной помощи,тыс.человек
2016,581.5,Численность получателей пособий на рождение ребенка и по уходу за ребенком до 1 года,тыс.человек
2016,32.9,"Численность населения, охваченного социальными выплатами по причине потери работы",тыс.человек
2016,2040.9,государственная базовая пенсионная выплата,тыс.человек
2016,2013.3,пенсионные выплаты по возрасту и за выслугу лет,тыс.человек
2016,28.8,Численность получателей адресной социальной помощи,тыс.человек
2017,538.5,Численность получателей пособий на рождение ребенка и по уходу за ребенком до 1 года,тыс.человек
2017,35.8,"Численность населения, охваченного социальными выплатами по причине потери работы",тыс.человек
2017,2112.8,государственная базовая пенсионная выплата,тыс.человек
2017,2095.0,пенсионные выплаты по возрасту и за выслугу лет,тыс.человек
2017,23.3,Численность получателей адресной социальной помощи,тыс.человек
2018,520.5,Численность получателей пособий на рождение ребенка и по уходу за ребенком до 1 года,тыс.человек
2018,47.7,"Численность населения, охваченного социальными выплатами по причине потери работы",тыс.человек
2018,2154.0,государственная базовая пенсионная выплата,тыс.человек
2018,2152.3,пенсионные выплаты по возрасту и за выслугу лет,тыс.человек
2018,571.6,Численность получателей адресной социальной помощи,тыс.человек
2019,538.5,Численность получателей пособий на рождение ребенка и по уходу за ребенком до 1 года,тыс.человек
2019,63.9,"Численность населения, охваченного социальными выплатами по причине потери работы",тыс.человек
2019,2179.6,государственная базовая пенсионная выплата,тыс.человек
2019,2196.2,пенсионные выплаты по возрасту и за выслугу лет,тыс.человек
2019,2177.2,Численность получателей адресной социальной помощи,тыс.человек
