Year,UNIT_MEASURE,Регионы,Value
2015,процент,,15.0
2016,процент,,20.0
2017,процент,,25.0
2017,процент,Акмолинская,23.1
2017,процент,Актюбинская,18.2
2017,процент,Алматинская,18.9
2017,процент,Атырауская,34.6
2017,процент,Западно-Казахстанская,39.5
2017,процент,Жымбылская,24.0
2017,процент,Карагандинская,28.8
2017,процент,Костанайская,32.5
2017,процент,Кызылординская,40.0
2017,процент,Мангистауская,34.6
2017,процент,Южно-Казахстанская,11.7
2017,процент,Павлодарская,10.0
2017,процент,Северо-Казахстанская,56.0
2017,процент,Восточно-Казахстанская,17.9
2017,процент,г_Нур-Султан,30.8
2017,процент,г_Алматы,29.3
2018,процент,,30.0
2018,процент,Акмолинская,23.7
2018,процент,Актюбинская,27.3
2018,процент,Алматинская,21.6
2018,процент,Атырауская,37.5
2018,процент,Западно-Казахстанская,40.5
2018,процент,Жымбылская,30.6
2018,процент,Карагандинская,37.1
2018,процент,Костанайская,35.9
2018,процент,Кызылординская,41.4
2018,процент,Мангистауская,37.0
2018,процент,Южно-Казахстанская,17.6
2018,процент,Северо-Казахстанская,56.0
2018,процент,Туркестанская,21.2
2018,процент,Восточно-Казахстанская,26.4
2018,процент,г_Нур-Султан,30.8
2018,процент,г_Алматы,33.3
2018,процент,г_Шымкент,20.7
2019,процент,,41.1
2019,процент,Акмолинская,61.8
2019,процент,Актюбинская,44.2
2019,процент,Алматинская,44.9
2019,процент,Атырауская,44.0
2019,процент,Западно-Казахстанская,61.1
2019,процент,Жымбылская,32.6
2019,процент,Карагандинская,40.0
2019,процент,Костанайская,54.3
2019,процент,Кызылординская,50.0
2019,процент,Мангистауская,11.1
2019,процент,Павлодарская,59.1
2019,процент,Северо-Казахстанская,52.0
2019,процент,Туркестанская,24.2
2019,процент,Восточно-Казахстанская,53.0
2019,процент,г_Нур-Султан,20.5
2019,процент,г_Алматы,27.8
2019,процент,г_Шымкент,30.0
