Year,UNIT_MEASURE,Регионы,Местность,Пол,Value
2010,на 100 000 населения,,,,22.26
2010,на 100 000 населения,Акмолинская,,,44.13
2010,на 100 000 населения,Актюбинская,,,18.56
2010,на 100 000 населения,Алматинская,,,21.52
2010,на 100 000 населения,Атырауская,,,17.66
2010,на 100 000 населения,Западно-Казахстанская,,,28.54
2010,на 100 000 населения,Жымбылская,,,17.4
2010,на 100 000 населения,Карагандинская,,,33.57
2010,на 100 000 населения,Костанайская,,,38.19
2010,на 100 000 населения,Кызылординская,,,8.64
2010,на 100 000 населения,Мангистауская,,,13.24
2010,на 100 000 населения,Южно-Казахстанская,,,11.46
2010,на 100 000 населения,Павлодарская,,,27.1
2010,на 100 000 населения,Северо-Казахстанская,,,26.22
2010,на 100 000 населения,Восточно-Казахстанская,,,40.41
2010,на 100 000 населения,г_Нур-Султан,,,12.18
2010,на 100 000 населения,г_Алматы,,,7.63
2010,на 100 000 населения,,Город,,19.38
2010,на 100 000 населения,Акмолинская,Город,,39.43
2010,на 100 000 населения,Актюбинская,Город,,15.05
2010,на 100 000 населения,Алматинская,Город,,22.07
2010,на 100 000 населения,Атырауская,Город,,9.97
2010,на 100 000 населения,Западно-Казахстанская,Город,,24.75
2010,на 100 000 населения,Жымбылская,Город,,16.13
2010,на 100 000 населения,Карагандинская,Город,,31.09
2010,на 100 000 населения,Костанайская,Город,,26.23
2010,на 100 000 населения,Кызылординская,Город,,6.48
2010,на 100 000 населения,Мангистауская,Город,,11.0
2010,на 100 000 населения,Южно-Казахстанская,Город,,11.02
2010,на 100 000 населения,Павлодарская,Город,,23.91
2010,на 100 000 населения,Северо-Казахстанская,Город,,26.42
2010,на 100 000 населения,Восточно-Казахстанская,Город,,34.97
2010,на 100 000 населения,г_Нур-Султан,Город,,12.18
2010,на 100 000 населения,г_Алматы,Город,,7.63
2010,на 100 000 населения,,сельское население,,25.71
2010,на 100 000 населения,Акмолинская,сельское население,,48.24
2010,на 100 000 населения,Актюбинская,сельское население,,24.1
2010,на 100 000 населения,Алматинская,сельское население,,21.35
2010,на 100 000 населения,Атырауская,сельское население,,24.66
2010,на 100 000 населения,Западно-Казахстанская,сельское население,,31.95
2010,на 100 000 населения,Жымбылская,сельское население,,18.26
2010,на 100 000 населения,Карагандинская,сельское население,,42.34
2010,на 100 000 населения,Костанайская,сельское население,,50.2
2010,на 100 000 населения,Кызылординская,сельское население,,10.21
2010,на 100 000 населения,Мангистауская,сельское население,,15.76
2010,на 100 000 населения,Южно-Казахстанская,сельское население,,11.74
2010,на 100 000 населения,Павлодарская,сельское население,,34.05
2010,на 100 000 населения,Северо-Казахстанская,сельское население,,26.09
2010,на 100 000 населения,Восточно-Казахстанская,сельское население,,47.83
2010,на 100 000 населения,,,мужчины,37.97
2010,на 100 000 населения,Акмолинская,,мужчины,76.88
2010,на 100 000 населения,Актюбинская,,мужчины,33.17
2010,на 100 000 населения,Алматинская,,мужчины,36.16
2010,на 100 000 населения,Атырауская,,мужчины,31.03
2010,на 100 000 населения,Западно-Казахстанская,,мужчины,47.89
2010,на 100 000 населения,Жымбылская,,мужчины,29.19
2010,на 100 000 населения,Карагандинская,,мужчины,56.33
2010,на 100 000 населения,Костанайская,,мужчины,67.75
2010,на 100 000 населения,Кызылординская,,мужчины,14.44
2010,на 100 000 населения,Мангистауская,,мужчины,21.22
2010,на 100 000 населения,Южно-Казахстанская,,мужчины,16.97
2010,на 100 000 населения,Павлодарская,,мужчины,47.92
2010,на 100 000 населения,Северо-Казахстанская,,мужчины,48.33
2010,на 100 000 населения,Восточно-Казахстанская,,мужчины,72.91
2010,на 100 000 населения,г_Нур-Султан,,мужчины,20.44
2010,на 100 000 населения,г_Алматы,,мужчины,12.77
2010,на 100 000 населения,,Город,мужчины,33.68
2010,на 100 000 населения,Акмолинская,Город,мужчины,67.59
2010,на 100 000 населения,Актюбинская,Город,мужчины,28.41
2010,на 100 000 населения,Алматинская,Город,мужчины,40.21
2010,на 100 000 населения,Атырауская,Город,мужчины,18.4
2010,на 100 000 населения,Западно-Казахстанская,Город,мужчины,42.86
2010,на 100 000 населения,Жымбылская,Город,мужчины,27.75
2010,на 100 000 населения,Карагандинская,Город,мужчины,53.04
2010,на 100 000 населения,Костанайская,Город,мужчины,46.09
2010,на 100 000 населения,Кызылординская,Город,мужчины,10.53
2010,на 100 000 населения,Мангистауская,Город,мужчины,18.89
2010,на 100 000 населения,Южно-Казахстанская,Город,мужчины,16.48
2010,на 100 000 населения,Павлодарская,Город,мужчины,43.9
2010,на 100 000 населения,Северо-Казахстанская,Город,мужчины,51.0
2010,на 100 000 населения,Восточно-Казахстанская,Город,мужчины,64.02
2010,на 100 000 населения,г_Нур-Султан,Город,мужчины,20.44
2010,на 100 000 населения,г_Алматы,Город,мужчины,12.77
2010,на 100 000 населения,,сельское население,мужчины,42.8
2010,на 100 000 населения,Акмолинская,сельское население,мужчины,84.52
2010,на 100 000 населения,Актюбинская,сельское население,мужчины,40.26
2010,на 100 000 населения,Алматинская,сельское население,мужчины,34.97
2010,на 100 000 населения,Атырауская,сельское население,мужчины,41.96
2010,на 100 000 населения,Западно-Казахстанская,сельское население,мужчины,52.09
2010,на 100 000 населения,Жымбылская,сельское население,мужчины,30.11
2010,на 100 000 населения,Карагандинская,сельское население,мужчины,67.11
2010,на 100 000 населения,Костанайская,сельское население,мужчины,88.12
2010,на 100 000 населения,Кызылординская,сельское население,мужчины,17.18
2010,на 100 000 населения,Мангистауская,сельское население,мужчины,23.75
2010,на 100 000 населения,Южно-Казахстанская,сельское население,мужчины,17.28
2010,на 100 000 населения,Павлодарская,сельское население,мужчины,56.05
2010,на 100 000 населения,Северо-Казахстанская,сельское население,мужчины,46.67
2010,на 100 000 населения,Восточно-Казахстанская,сельское население,мужчины,84.1
2010,на 100 000 населения,,,женщины,7.64
2010,на 100 000 населения,Акмолинская,,женщины,13.67
2010,на 100 000 населения,Актюбинская,,женщины,5.0
2010,на 100 000 населения,Алматинская,,женщины,7.41
2010,на 100 000 населения,Атырауская,,женщины,4.84
2010,на 100 000 населения,Западно-Казахстанская,,женщины,10.52
2010,на 100 000 населения,Жымбылская,,женщины,6.19
2010,на 100 000 населения,Карагандинская,,женщины,13.2
2010,на 100 000 населения,Костанайская,,женщины,11.8
2010,на 100 000 населения,Кызылординская,,женщины,2.87
