Year,UNIT_MEASURE,Регионы,Value
2010,процент,,100
2010,процент,Акмолинская,100
2010,процент,Актюбинская,100
2010,процент,Алматинская,100
2010,процент,Атырауская,100
2010,процент,Западно-Казахстанская,100
2010,процент,Жымбылская,100
2010,процент,Карагандинская,100
2010,процент,Костанайская,100
2010,процент,Кызылординская,100
2010,процент,Мангистауская,100
2010,процент,Павлодарская,100
2010,процент,Северо-Казахстанская,100
2010,процент,Туркестанская,100
2010,процент,Восточно-Казахстанская,100
2010,процент,г_Нур-Султан,100
2010,процент,г_Алматы,100
2010,процент,г_Шымкент,100
2011,процент,,100
2011,процент,Акмолинская,100
2011,процент,Актюбинская,100
2011,процент,Алматинская,100
2011,процент,Атырауская,100
2011,процент,Западно-Казахстанская,100
2011,процент,Жымбылская,100
2011,процент,Карагандинская,100
2011,процент,Костанайская,100
2011,процент,Кызылординская,100
2011,процент,Мангистауская,100
2011,процент,Павлодарская,100
2011,процент,Северо-Казахстанская,100
2011,процент,Туркестанская,100
2011,процент,Восточно-Казахстанская,100
2011,процент,г_Нур-Султан,100
2011,процент,г_Алматы,100
2011,процент,г_Шымкент,100
2012,процент,,100
2012,процент,Акмолинская,100
2012,процент,Актюбинская,100
2012,процент,Алматинская,100
2012,процент,Атырауская,100
2012,процент,Западно-Казахстанская,100
2012,процент,Жымбылская,100
2012,процент,Карагандинская,100
2012,процент,Костанайская,100
2012,процент,Кызылординская,100
2012,процент,Мангистауская,100
2012,процент,Павлодарская,100
2012,процент,Северо-Казахстанская,100
2012,процент,Туркестанская,100
2012,процент,Восточно-Казахстанская,100
2012,процент,г_Нур-Султан,100
2012,процент,г_Алматы,100
2012,процент,г_Шымкент,100
2013,процент,,100
2013,процент,Акмолинская,100
2013,процент,Актюбинская,100
2013,процент,Алматинская,100
2013,процент,Атырауская,100
2013,процент,Западно-Казахстанская,100
2013,процент,Жымбылская,100
2013,процент,Карагандинская,100
2013,процент,Костанайская,100
2013,процент,Кызылординская,100
2013,процент,Мангистауская,100
2013,процент,Павлодарская,100
2013,процент,Северо-Казахстанская,100
2013,процент,Туркестанская,100
2013,процент,Восточно-Казахстанская,100
2013,процент,г_Нур-Султан,100
2013,процент,г_Алматы,100
2013,процент,г_Шымкент,100
2014,процент,,100
2014,процент,Акмолинская,100
2014,процент,Актюбинская,100
2014,процент,Алматинская,100
2014,процент,Атырауская,100
2014,процент,Западно-Казахстанская,100
2014,процент,Жымбылская,100
2014,процент,Карагандинская,100
2014,процент,Костанайская,100
2014,процент,Кызылординская,100
2014,процент,Мангистауская,100
2014,процент,Павлодарская,100
2014,процент,Северо-Казахстанская,100
2014,процент,Туркестанская,100
2014,процент,Восточно-Казахстанская,100
2014,процент,г_Нур-Султан,100
2014,процент,г_Алматы,100
2014,процент,г_Шымкент,100
2015,процент,,100
2015,процент,Акмолинская,100
2015,процент,Актюбинская,100
2015,процент,Алматинская,100
2015,процент,Атырауская,100
2015,процент,Западно-Казахстанская,100
2015,процент,Жымбылская,100
2015,процент,Карагандинская,100
2015,процент,Костанайская,100
2015,процент,Кызылординская,100
2015,процент,Мангистауская,100
2015,процент,Павлодарская,100
2015,процент,Северо-Казахстанская,100
2015,процент,Туркестанская,100
2015,процент,Восточно-Казахстанская,100
2015,процент,г_Нур-Султан,100
2015,процент,г_Алматы,100
2015,процент,г_Шымкент,100
2016,процент,,100
2016,процент,Акмолинская,100
2016,процент,Актюбинская,100
2016,процент,Алматинская,100
2016,процент,Атырауская,100
2016,процент,Западно-Казахстанская,100
2016,процент,Жымбылская,100
2016,процент,Карагандинская,100
2016,процент,Костанайская,100
2016,процент,Кызылординская,100
2016,процент,Мангистауская,100
2016,процент,Павлодарская,100
2016,процент,Северо-Казахстанская,100
2016,процент,Туркестанская,100
2016,процент,Восточно-Казахстанская,100
2016,процент,г_Нур-Султан,100
2016,процент,г_Алматы,100
2016,процент,г_Шымкент,100
2017,процент,,100
2017,процент,Акмолинская,100
2017,процент,Актюбинская,100
2017,процент,Алматинская,100
2017,процент,Атырауская,100
2017,процент,Западно-Казахстанская,100
2017,процент,Жымбылская,100
2017,процент,Карагандинская,100
2017,процент,Костанайская,100
2017,процент,Кызылординская,100
2017,процент,Мангистауская,100
2017,процент,Павлодарская,100
2017,процент,Северо-Казахстанская,100
2017,процент,Туркестанская,100
2017,процент,Восточно-Казахстанская,100
2017,процент,г_Нур-Султан,100
2017,процент,г_Алматы,100
2017,процент,г_Шымкент,100
2018,процент,,100
2018,процент,Акмолинская,100
2018,процент,Актюбинская,100
2018,процент,Алматинская,100
2018,процент,Атырауская,100
2018,процент,Западно-Казахстанская,100
2018,процент,Жымбылская,100
2018,процент,Карагандинская,100
2018,процент,Костанайская,100
2018,процент,Кызылординская,100
2018,процент,Мангистауская,100
2018,процент,Павлодарская,100
2018,процент,Северо-Казахстанская,100
2018,процент,Туркестанская,100
2018,процент,Восточно-Казахстанская,100
2018,процент,г_Нур-Султан,100
2018,процент,г_Алматы,100
2018,процент,г_Шымкент,100
2019,процент,,100
2019,процент,Акмолинская,100
2019,процент,Актюбинская,100
2019,процент,Алматинская,100
2019,процент,Атырауская,100
2019,процент,Западно-Казахстанская,100
2019,процент,Жымбылская,100
2019,процент,Карагандинская,100
