Year,UNIT_MEASURE,Регионы,Value
2010,в процентах к 2005 году,,125.5
2010,в процентах к 2005 году,Акмолинская,143.4
2010,в процентах к 2005 году,Актюбинская,117.1
2010,в процентах к 2005 году,Алматинская,110.4
2010,в процентах к 2005 году,Атырауская,154.5
2010,в процентах к 2005 году,Западно-Казахстанская,119.1
2010,в процентах к 2005 году,Жымбылская,126.7
2010,в процентах к 2005 году,Карагандинская,117.4
2010,в процентах к 2005 году,Костанайская,126.5
2010,в процентах к 2005 году,Кызылординская,120.0
2010,в процентах к 2005 году,Мангистауская,96.9
2010,в процентах к 2005 году,Южно-Казахстанская,114.4
2010,в процентах к 2005 году,Павлодарская,139.3
2010,в процентах к 2005 году,Северо-Казахстанская,131.5
2010,в процентах к 2005 году,Восточно-Казахстанская,127.4
2010,в процентах к 2005 году,г_Нур-Султан,108.5
2010,в процентах к 2005 году,г_Алматы,120.4
2011,в процентах к 2005 году,,134.7
2011,в процентах к 2005 году,Акмолинская,167.1
2011,в процентах к 2005 году,Актюбинская,123.0
2011,в процентах к 2005 году,Алматинская,118.0
2011,в процентах к 2005 году,Атырауская,156.2
2011,в процентах к 2005 году,Западно-Казахстанская,123.4
2011,в процентах к 2005 году,Жымбылская,142.0
2011,в процентах к 2005 году,Карагандинская,124.0
2011,в процентах к 2005 году,Костанайская,146.6
2011,в процентах к 2005 году,Кызылординская,124.9
2011,в процентах к 2005 году,Мангистауская,92.9
2011,в процентах к 2005 году,Южно-Казахстанская,118.4
2011,в процентах к 2005 году,Павлодарская,154.1
2011,в процентах к 2005 году,Северо-Казахстанская,154.2
2011,в процентах к 2005 году,Восточно-Казахстанская,137.2
2011,в процентах к 2005 году,г_Нур-Султан,110.5
2011,в процентах к 2005 году,г_Алматы,128.9
2012,в процентах к 2005 году,,139.1
2012,в процентах к 2005 году,Акмолинская,157.6
2012,в процентах к 2005 году,Актюбинская,130.9
2012,в процентах к 2005 году,Алматинская,124.3
2012,в процентах к 2005 году,Атырауская,149.3
2012,в процентах к 2005 году,Западно-Казахстанская,127.8
2012,в процентах к 2005 году,Жымбылская,154.2
2012,в процентах к 2005 году,Карагандинская,125.0
2012,в процентах к 2005 году,Костанайская,137.2
2012,в процентах к 2005 году,Кызылординская,126.5
2012,в процентах к 2005 году,Мангистауская,90.1
2012,в процентах к 2005 году,Южно-Казахстанская,120.5
2012,в процентах к 2005 году,Павлодарская,166.3
2012,в процентах к 2005 году,Северо-Казахстанская,147.1
2012,в процентах к 2005 году,Восточно-Казахстанская,154.8
2012,в процентах к 2005 году,г_Нур-Султан,120.0
2012,в процентах к 2005 году,г_Алматы,138.3
2013,в процентах к 2005 году,,145.4
2013,в процентах к 2005 году,Акмолинская,165.0
2013,в процентах к 2005 году,Актюбинская,135.1
2013,в процентах к 2005 году,Алматинская,135.0
2013,в процентах к 2005 году,Атырауская,151.8
2013,в процентах к 2005 году,Западно-Казахстанская,130.7
2013,в процентах к 2005 году,Жымбылская,157.1
2013,в процентах к 2005 году,Карагандинская,133.8
2013,в процентах к 2005 году,Костанайская,151.1
2013,в процентах к 2005 году,Кызылординская,129.7
2013,в процентах к 2005 году,Мангистауская,91.6
2013,в процентах к 2005 году,Южно-Казахстанская,121.6
2013,в процентах к 2005 году,Павлодарская,165.8
2013,в процентах к 2005 году,Северо-Казахстанская,159.5
2013,в процентах к 2005 году,Восточно-Казахстанская,166.1
2013,в процентах к 2005 году,г_Нур-Султан,126.7
2013,в процентах к 2005 году,г_Алматы,155.7
2014,в процентах к 2005 году,,149.3
2014,в процентах к 2005 году,Акмолинская,172.3
2014,в процентах к 2005 году,Актюбинская,138.9
2014,в процентах к 2005 году,Алматинская,146.5
2014,в процентах к 2005 году,Атырауская,152.1
2014,в процентах к 2005 году,Западно-Казахстанская,136.1
2014,в процентах к 2005 году,Жымбылская,155.7
2014,в процентах к 2005 году,Карагандинская,137.3
2014,в процентах к 2005 году,Костанайская,154.3
2014,в процентах к 2005 году,Кызылординская,125.8
2014,в процентах к 2005 году,Мангистауская,92.1
2014,в процентах к 2005 году,Южно-Казахстанская,122.0
2014,в процентах к 2005 году,Павлодарская,166.5
2014,в процентах к 2005 году,Северо-Казахстанская,169.9
2014,в процентах к 2005 году,Восточно-Казахстанская,170.6
2014,в процентах к 2005 году,г_Нур-Султан,132.4
2014,в процентах к 2005 году,г_Алматы,153.2
2015,в процентах к 2005 году,,148.9
2015,в процентах к 2005 году,Акмолинская,174.5
2015,в процентах к 2005 году,Актюбинская,132.5
2015,в процентах к 2005 году,Алматинская,150.5
2015,в процентах к 2005 году,Атырауская,152.9
2015,в процентах к 2005 году,Западно-Казахстанская,133.9
2015,в процентах к 2005 году,Жымбылская,154.1
2015,в процентах к 2005 году,Карагандинская,140.2
2015,в процентах к 2005 году,Костанайская,148.4
2015,в процентах к 2005 году,Кызылординская,118.6
2015,в процентах к 2005 году,Мангистауская,89.2
2015,в процентах к 2005 году,Южно-Казахстанская,121.4
2015,в процентах к 2005 году,Павлодарская,166.3
2015,в процентах к 2005 году,Северо-Казахстанская,172.6
2015,в процентах к 2005 году,Восточно-Казахстанская,170.4
2015,в процентах к 2005 году,г_Нур-Султан,136.1
2015,в процентах к 2005 году,г_Алматы,154.7
2016,в процентах к 2005 году,,148.5
2016,в процентах к 2005 году,Акмолинская,179.9
2016,в процентах к 2005 году,Актюбинская,132.0
2016,в процентах к 2005 году,Алматинская,150.8
2016,в процентах к 2005 году,Атырауская,155.2
2016,в процентах к 2005 году,Западно-Казахстанская,136.2
2016,в процентах к 2005 году,Жымбылская,156.9
2016,в процентах к 2005 году,Карагандинская,143.3
2016,в процентах к 2005 году,Костанайская,145.6
2016,в процентах к 2005 году,Кызылординская,111.5
2016,в процентах к 2005 году,Мангистауская,86.6
2016,в процентах к 2005 году,Южно-Казахстанская,121.8
2016,в процентах к 2005 году,Павлодарская,165.1
2016,в процентах к 2005 году,Северо-Казахстанская,175.2
2016,в процентах к 2005 году,Восточно-Казахстанская,174.5
2016,в процентах к 2005 году,г_Нур-Султан,130.4
2016,в процентах к 2005 году,г_Алматы,153.8
2017,в процентах к 2005 году,,152.5
2017,в процентах к 2005 году,Акмолинская,184.9
2017,в процентах к 2005 году,Актюбинская,136.8
2017,в процентах к 2005 году,Алматинская,154.1
2017,в процентах к 2005 году,Атырауская,176.2
2017,в процентах к 2005 году,Западно-Казахстанская,139.3
2017,в процентах к 2005 году,Жымбылская,162.2
2017,в процентах к 2005 году,Карагандинская,148.9
2017,в процентах к 2005 году,Костанайская,153.0
2017,в процентах к 2005 году,Кызылординская,110.6
2017,в процентах к 2005 году,Мангистауская,84.0
2017,в процентах к 2005 году,Южно-Казахстанская,124.0
2017,в процентах к 2005 году,Павлодарская,172.2
2017,в процентах к 2005 году,Северо-Казахстанская,182.4
2017,в процентах к 2005 году,Восточно-Казахстанская,178.9
2017,в процентах к 2005 году,г_Нур-Султан,124.9
2017,в процентах к 2005 году,г_Алматы,153.6
2018,в процентах к 2005 году,,156.6
2018,в процентах к 2005 году,Акмолинская,191.4
2018,в процентах к 2005 году,Актюбинская,142.0
2018,в процентах к 2005 году,Алматинская,156.7
2018,в процентах к 2005 году,Атырауская,195.4
2018,в процентах к 2005 году,Западно-Казахстанская,137.2
2018,в процентах к 2005 году,Жымбылская,167.4
2018,в процентах к 2005 году,Карагандинская,153.7
2018,в процентах к 2005 году,Костанайская,162.6
2018,в процентах к 2005 году,Кызылординская,109.1
2018,в процентах к 2005 году,Мангистауская,82.7
2018,в процентах к 2005 году,Павлодарская,183.2
2018,в процентах к 2005 году,Северо-Казахстанская,189.7
2018,в процентах к 2005 году,Восточно-Казахстанская,188.4
2018,в процентах к 2005 году,г_Нур-Султан,118.9
2018,в процентах к 2005 году,г_Алматы,153.8
2019,в процентах к 2005 году,,161.6
2019,в процентах к 2005 году,Акмолинская,199.4
2019,в процентах к 2005 году,Актюбинская,147.5
2019,в процентах к 2005 году,Алматинская,162.5
2019,в процентах к 2005 году,Атырауская,212.6
2019,в процентах к 2005 году,Западно-Казахстанская,134.9
2019,в процентах к 2005 году,Жымбылская,174.3
2019,в процентах к 2005 году,Карагандинская,165.5
2019,в процентах к 2005 году,Костанайская,169.3
2019,в процентах к 2005 году,Кызылординская,108.8
2019,в процентах к 2005 году,Мангистауская,80.3
2019,в процентах к 2005 году,Павлодарская,188.5
2019,в процентах к 2005 году,Северо-Казахстанская,200.9
2019,в процентах к 2005 году,Восточно-Казахстанская,199.3
2019,в процентах к 2005 году,г_Нур-Султан,114.7
2019,в процентах к 2005 году,г_Алматы,157.8
