Year,UNIT_MEASURE,Регионы,Местность,Пол,Value
2010,процент,,,,0.9
2010,процент,Акмолинская,,,0.2
2010,процент,Актюбинская,,,0.6
2010,процент,Алматинская,,,1.1
2010,процент,Атырауская,,,0.2
2010,процент,Западно-Казахстанская,,,1.2
2010,процент,Жымбылская,,,1.2
2010,процент,Карагандинская,,,0.8
2010,процент,Костанайская,,,3.3
2010,процент,Кызылординская,,,0.6
2010,процент,Мангистауская,,,1.0
2010,процент,Южно-Казахстанская,,,1.1
2010,процент,Павлодарская,,,1.3
2010,процент,Северо-Казахстанская,,,0.8
2010,процент,Восточно-Казахстанская,,,0.2
2010,процент,г_Нур-Султан,,,0.1
2010,процент,г_Алматы,,,0.0
2010,процент,,,мужчины,0.9
2010,процент,Акмолинская,,мужчины,0.3
2010,процент,Актюбинская,,мужчины,0.4
2010,процент,Алматинская,,мужчины,1.5
2010,процент,Атырауская,,мужчины,0.2
2010,процент,Западно-Казахстанская,,мужчины,1.4
2010,процент,Жымбылская,,мужчины,1.6
2010,процент,Карагандинская,,мужчины,0.6
2010,процент,Костанайская,,мужчины,2.6
2010,процент,Кызылординская,,мужчины,0.7
2010,процент,Мангистауская,,мужчины,0.9
2010,процент,Южно-Казахстанская,,мужчины,1.1
2010,процент,Павлодарская,,мужчины,1.9
2010,процент,Северо-Казахстанская,,мужчины,0.7
2010,процент,Восточно-Казахстанская,,мужчины,0.1
2010,процент,г_Нур-Султан,,мужчины,0.0
2010,процент,г_Алматы,,мужчины,0.0
2010,процент,,,женщины,0.8
2010,процент,Акмолинская,,женщины,0.1
2010,процент,Актюбинская,,женщины,0.7
2010,процент,Алматинская,,женщины,0.6
2010,процент,Атырауская,,женщины,0.2
2010,процент,Западно-Казахстанская,,женщины,1.0
2010,процент,Жымбылская,,женщины,0.9
2010,процент,Карагандинская,,женщины,1.0
2010,процент,Костанайская,,женщины,3.9
2010,процент,Кызылординская,,женщины,0.5
2010,процент,Мангистауская,,женщины,1.1
2010,процент,Южно-Казахстанская,,женщины,1.0
